b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013,location
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I08
'\'(-80.3-inf)\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I08
'\'(-inf--186.7]\'','\'(-87.2--73.1]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I07
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-86.4--72.2]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I07
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I07
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I07
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-87.2--73.1]\'',W15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-73.1-inf)\'',W15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-73.1-inf)\'',W15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-87.2--73.1]\'',W15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-73.1-inf)\'',W15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-73.1-inf)\'',W15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-88--74]\'','\'(-87.2--73.1]\'',T15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-87.2--73.1]\'',T15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-74-inf)\'','\'(-inf--185.9]\'',R15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-74-inf)\'','\'(-87.2--73.1]\'',R15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-74-inf)\'','\'(-inf--185.9]\'',R15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-74-inf)\'','\'(-inf--185.9]\'',R15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-74-inf)\'','\'(-inf--185.9]\'',R15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-74-inf)\'','\'(-inf--185.9]\'',R15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-74-inf)\'','\'(-inf--185.9]\'',P15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-88--74]\'','\'(-inf--185.9]\'',P15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-88--74]\'','\'(-inf--185.9]\'',P15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-88--74]\'','\'(-inf--185.9]\'',P15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-87.2--73.1]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',N15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-87.2--73.1]\'','\'(-88--74]\'','\'(-inf--185.9]\'',N15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-73.1-inf)\'','\'(-inf--186]\'','\'(-inf--185.9]\'',N15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-73.1-inf)\'','\'(-inf--186]\'','\'(-inf--185.9]\'',N15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-87.2--73.1]\'','\'(-88--74]\'','\'(-inf--185.9]\'',L15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-73.1-inf)\'','\'(-88--74]\'','\'(-inf--185.9]\'',L15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-88.8--74.9]\'','\'(-inf--185.9]\'','\'(-88--74]\'','\'(-87.2--73.1]\'',L15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-73.1-inf)\'','\'(-88--74]\'','\'(-inf--185.9]\'',L15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-73.1-inf)\'','\'(-inf--186]\'','\'(-inf--185.9]\'',L15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-74.9-inf)\'','\'(-87.2--73.1]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-74.9-inf)\'','\'(-87.2--73.1]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-88.8--74.9]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',G15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-88.8--74.9]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',G15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-84--69.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',E15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-84--69.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',E15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-69.5-inf)\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',D15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-69.5-inf)\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',D15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-69.5-inf)\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',D15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-69.5-inf)\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',D15
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-88--74]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-70.4-inf)\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J10
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-70.4-inf)\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J10
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-70.4-inf)\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J10
'\'(-inf--186.7]\'','\'(-87.2--73.1]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-70.4-inf)\'','\'(-inf--185.5]\'','\'(-88.8--74.9]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J10
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-70.4-inf)\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I10
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-88--74]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-70.4-inf)\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I10
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-88.8--74.9]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I10
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-70.4-inf)\'','\'(-inf--185.5]\'','\'(-88.8--74.9]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I10
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-88--74]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I07
'\'(-inf--186.7]\'','\'(-87.2--73.1]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I07
'\'(-inf--186.7]\'','\'(-87.2--73.1]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I07
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I07
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J07
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J07
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J07
'\'(-inf--186.7]\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J07
'\'(-inf--186.7]\'','\'(-87.2--73.1]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J02
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J02
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J04
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J04
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-88--74]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J04
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J04
'\'(-inf--186.7]\'','\'(-87.2--73.1]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-89.6--75.8]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I04
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I04
'\'(-80.3-inf)\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',F08
'\'(-80.3-inf)\'','\'(-inf--185.9]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',F08
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-88--74]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I06
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-88--74]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-inf--185.6]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I06
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-88--74]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I06
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-74-inf)\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I06
'\'(-inf--186.7]\'','\'(-87.2--73.1]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-88--74]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I06
'\'(-inf--186.7]\'','\'(-87.2--73.1]\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-88--74]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',I06
'\'(-inf--186.7]\'','\'(-73.1-inf)\'','\'(-inf--185.6]\'','\'(-inf--185.6]\'','\'(-inf--186]\'','\'(-inf--186.2]\'','\'(-inf--185.8]\'','\'(-84.8--70.4]\'','\'(-inf--185.5]\'','\'(-inf--186.1]\'','\'(-inf--185.9]\'','\'(-inf--186]\'','\'(-inf--185.9]\'',J06
